FIGHTER,HEIGHT,WEIGHT,REACH,STANCE,DOB,URL
Sam Stout,"5' 9""",155 lbs.,"70""",Orthodox,"Apr 23, 1984",http://ufcstats.com/fighter-details/501b07aec9b8fc2d
Jesse Strader,"5' 7""",135 lbs.,"70""",Orthodox,"May 29, 1991",http://ufcstats.com/fighter-details/8c39367b53eadf8a
Daniel Straus,"5' 7""",145 lbs.,"71""",,"Jul 27, 1984",http://ufcstats.com/fighter-details/15347cd4cdf01b03
Sean Strickland,"6' 1""",185 lbs.,"76""",Orthodox,"Feb 27, 1991",http://ufcstats.com/fighter-details/0d8011111be000b2
Mark Striegl,"5' 8""",145 lbs.,"70""",Southpaw,"Jun 23, 1988",http://ufcstats.com/fighter-details/ef1182eb28c17d4e
Stefan Struve,"6' 11""",265 lbs.,"84""",Orthodox,"Feb 18, 1988",http://ufcstats.com/fighter-details/ebc1f40e00e0c481
Tatiana Suarez,"5' 5""",115 lbs.,"66""",Southpaw,"Dec 19, 1990",http://ufcstats.com/fighter-details/b08012bbe542592a
Lucasz Sudolski,"6' 4""",205 lbs.,"75""",Orthodox,"Jun 15, 1993",http://ufcstats.com/fighter-details/b160e4f251283d70
Sulangrangbo,"5' 9""",135 lbs.,"66""",Southpaw,"Jul 17, 2005",http://ufcstats.com/fighter-details/1dd1a3aacde66f72
George Sullivan,"6' 0""",170 lbs.,"73""",Orthodox,"Mar 13, 1981",http://ufcstats.com/fighter-details/6c7e25571490aa3b
Justin Sumter,"6' 2""",185 lbs.,"80""",Southpaw,"Nov 16, 1989",http://ufcstats.com/fighter-details/31f9a1f56cbb6ac5
Sumudaerji,"5' 8""",125 lbs.,"72""",Southpaw,"Jan 20, 1996",http://ufcstats.com/fighter-details/3cf18e01cb6cbde3
Rama Supandhi,"5' 5""",125 lbs.,"66""",Southpaw,"Nov 07, 1991",http://ufcstats.com/fighter-details/6d537248fe7cccf1
Baisangur Susurkaev,"6' 2""",185 lbs.,"79""",Orthodox,"Jan 08, 2001",http://ufcstats.com/fighter-details/d1feea7a4bdcd503
Louie Sutherland,"6' 3""",264 lbs.,"76""",Orthodox,"Feb 08, 1994",http://ufcstats.com/fighter-details/cdb7b38b1b357f26
Daniel Swain,"5' 9""",145 lbs.,"70""",Orthodox,"Jan 30, 1991",http://ufcstats.com/fighter-details/cc39185f2d7d89e4
Cub Swanson,"5' 8""",145 lbs.,"70""",Orthodox,"Nov 02, 1983",http://ufcstats.com/fighter-details/d247691a6c0e9034
Mike Swick,"6' 1""",170 lbs.,"77""",Orthodox,"Jun 19, 1979",http://ufcstats.com/fighter-details/9fe85152f351e737
Oumar Sy,"6' 4""",205 lbs.,"83""",Orthodox,"Nov 21, 1995",http://ufcstats.com/fighter-details/46e2011d92463b7e
Klaudia Sygula,"5' 8""",135 lbs.,"69""",Orthodox,"Dec 30, 1998",http://ufcstats.com/fighter-details/9f5e3c20ce40b344
Kevin Syler,"5' 9""",155 lbs.,"71""",Switch,"Jul 29, 1993",http://ufcstats.com/fighter-details/9094a881a7513de3
Tim Sylvia,"6' 8""",265 lbs.,"80""",Orthodox,"Mar 05, 1976",http://ufcstats.com/fighter-details/2a542ee8a8b83559
Kevin Szaflarski,"6' 5""",260 lbs.,"77""",Orthodox,"Dec 30, 1994",http://ufcstats.com/fighter-details/d2d05dda5f887f87
Sebastian Szalay,"5' 6""",145 lbs.,"66""",Orthodox,"Feb 03, 1994",http://ufcstats.com/fighter-details/f201f21cf2c79eb2
Bartosz Szewczyk,"6' 4""",205 lbs.,"73""",Orthodox,"Sep 18, 1997",http://ufcstats.com/fighter-details/224050896306f00c
Justin Tafa,"6' 0""",264 lbs.,"74""",Southpaw,"Dec 13, 1993",http://ufcstats.com/fighter-details/e13abac8089a801a
Junior Tafa,"6' 3""",205 lbs.,"75""",Orthodox,"Sep 21, 1996",http://ufcstats.com/fighter-details/c15fa95b9a12fde4
Khalid Taha,"5' 5""",135 lbs.,"69""",Orthodox,"Feb 15, 1992",http://ufcstats.com/fighter-details/b4537562f88ac582
Tatsuro Taira,"5' 7""",125 lbs.,"70""",Orthodox,"Jan 27, 2000",http://ufcstats.com/fighter-details/4461d7e47375a895
Mairbek Taisumov,"5' 9""",155 lbs.,"73""",Orthodox,"Aug 08, 1988",http://ufcstats.com/fighter-details/8f5c8850b2484173
Taiyilake Nueraji,"6' 2""",170 lbs.,"75""",Southpaw,"Jan 12, 2001",http://ufcstats.com/fighter-details/7498b3ac79a3b948
Payton Talbott,"5' 10""",135 lbs.,"70""",Switch,"Sep 09, 1998",http://ufcstats.com/fighter-details/6e743a33d56bdaa4
Nordine Taleb,"6' 1""",170 lbs.,"74""",Orthodox,"Jun 10, 1981",http://ufcstats.com/fighter-details/49858bf46dabf6fb
Murtaza Talha,"6' 0""",205 lbs.,"74""",Orthodox,"Jul 10, 1996",http://ufcstats.com/fighter-details/6aab5c20395ee722
Akitoshi Tamura,"5' 9""",135 lbs.,"70""",Orthodox,"May 31, 1980",http://ufcstats.com/fighter-details/c95fbc085e17a532
Issei Tamura,"5' 5""",135 lbs.,"63""",Orthodox,"Mar 12, 1984",http://ufcstats.com/fighter-details/57bf89d42364d39e
Michinori Tanaka,"5' 5""",135 lbs.,"67""",Orthodox,"Oct 04, 1990",http://ufcstats.com/fighter-details/64788ee44b062ded
Evan Tanner,"6' 0""",185 lbs.,"74""",Orthodox,"Feb 11, 1971",http://ufcstats.com/fighter-details/8f2d9ee27f206f1f
Kasey Tanner,"5' 7""",135 lbs.,"69""",Orthodox,"Jan 11, 1992",http://ufcstats.com/fighter-details/078b732efa497f49
Otari Tanzilovi,"5' 10""",135 lbs.,"70""",Orthodox,"Apr 09, 1998",http://ufcstats.com/fighter-details/b9124c308671e303
Manny Tapia,"5' 5""",135 lbs.,"67""",Orthodox,"Mar 14, 1981",http://ufcstats.com/fighter-details/0eec866a077889f0
Miesha Tate,"5' 6""",135 lbs.,"65""",Orthodox,"Aug 18, 1986",http://ufcstats.com/fighter-details/b96619b3acd7d9da
Aaron Tau,"5' 4""",125 lbs.,"66""",Switch,"Aug 21, 1993",http://ufcstats.com/fighter-details/7abf7f8778472b7b
Deividas Taurosevicius,"5' 9""",145 lbs.,"68""",Southpaw,"Aug 28, 1977",http://ufcstats.com/fighter-details/ef927e4fe2117ab8
Thiago Tavares,"5' 7""",145 lbs.,"70""",Orthodox,"Nov 08, 1984",http://ufcstats.com/fighter-details/8a59d346dc976a10
Brad Tavares,"6' 1""",185 lbs.,"74""",Orthodox,"Dec 21, 1987",http://ufcstats.com/fighter-details/0c6d9ea8306c029e
Ramon Taveras,"5' 8""",145 lbs.,"70""",Southpaw,"Jan 09, 1994",http://ufcstats.com/fighter-details/c5ccd878231c5407
Paul Taylor,"6' 0""",155 lbs.,"72""",Orthodox,"Dec 15, 1979",http://ufcstats.com/fighter-details/9b74de674c355425
Jesse Taylor,"6' 0""",170 lbs.,"73""",Orthodox,"Jan 02, 1983",http://ufcstats.com/fighter-details/dd992d569aaebee6
Danielle Taylor,"5' 0""",115 lbs.,"60""",Orthodox,"Oct 25, 1989",http://ufcstats.com/fighter-details/b76c6268dc1d3c05
James Te Huna,"6' 2""",185 lbs.,"75""",Orthodox,"Sep 29, 1981",http://ufcstats.com/fighter-details/f5431394fb284bb9
Cam Teague,"5' 10""",145 lbs.,"69""",Orthodox,"Feb 13, 1998",http://ufcstats.com/fighter-details/b47c9ea5f2895d6e
Glover Teixeira,"6' 2""",205 lbs.,"76""",Orthodox,"Oct 28, 1979",http://ufcstats.com/fighter-details/7ff97850e8c32bda
Tallison Teixeira,"6' 7""",258 lbs.,"83""",Orthodox,"Dec 07, 1999",http://ufcstats.com/fighter-details/17923f676f100e16
Ramazan Temirov,"5' 4""",125 lbs.,"63""",Orthodox,"Jan 31, 1997",http://ufcstats.com/fighter-details/7d0a1968b38ca439
Taneisha Tennant,"5' 7""",145 lbs.,"70""",Orthodox,"Jun 15, 1989",http://ufcstats.com/fighter-details/87911d22a79d3203
David Teymur,"5' 9""",155 lbs.,"73""",Southpaw,"May 01, 1989",http://ufcstats.com/fighter-details/2747c60e42d9d75f
Daniel Teymur,"5' 5""",145 lbs.,"69""",Orthodox,"Feb 03, 1988",http://ufcstats.com/fighter-details/fbf0537e420e698e
Alexia Thainara,"5' 4""",115 lbs.,"67""",Orthodox,"Nov 20, 1995",http://ufcstats.com/fighter-details/545092d13c67aa49
Brandon Thatch,"6' 2""",170 lbs.,"74""",Switch,"Jul 11, 1985",http://ufcstats.com/fighter-details/638cfec7ec559d6e
Elias Theodorou,"6' 1""",185 lbs.,"75""",Orthodox,"May 31, 1988",http://ufcstats.com/fighter-details/34f88592c0ab7a54
Paulo Thiago,"5' 11""",170 lbs.,"74""",Orthodox,"Jan 25, 1981",http://ufcstats.com/fighter-details/30a09e43f15f1d75
Colby Thicknesse,"5' 7""",135 lbs.,"69""",Orthodox,"Jun 23, 1999",http://ufcstats.com/fighter-details/ed7d329d7c29428d
Nick Thompson,"6' 1""",170 lbs.,"74""",Orthodox,"Jun 23, 1981",http://ufcstats.com/fighter-details/7d3caf0f96f1b33d
Oli Thompson,"6' 1""",242 lbs.,"75""",Orthodox,"Jan 02, 1980",http://ufcstats.com/fighter-details/dcdd511ff757f15c
Stephen Thompson,"6' 0""",170 lbs.,"75""",Orthodox,"Feb 11, 1983",http://ufcstats.com/fighter-details/4a28cb716c19157a
Josh Thomson,"5' 10""",155 lbs.,"71""",Orthodox,"Sep 21, 1978",http://ufcstats.com/fighter-details/a566371ba2ad7152
Simeon Thoresen,"6' 1""",170 lbs.,"79""",Orthodox,"Mar 14, 1984",http://ufcstats.com/fighter-details/fea8acf9bfcf09ec
Gleison Tibau,"5' 10""",155 lbs.,"71""",Southpaw,"Oct 07, 1983",http://ufcstats.com/fighter-details/75e5fec9f72910ef
Darren Till,"6' 0""",185 lbs.,"74""",Southpaw,"Dec 24, 1992",http://ufcstats.com/fighter-details/9ce6d5a03af801b7
Rio Tirto,"5' 4""",125 lbs.,"66""",Switch,"Feb 09, 2000",http://ufcstats.com/fighter-details/c830bc2eb134b646
Denis Tiuliulin,"6' 1""",185 lbs.,"77""",Orthodox,"May 17, 1988",http://ufcstats.com/fighter-details/0112352cb32f5026
Rafael Tobias,"6' 2""",205 lbs.,"74""",Orthodox,"Mar 20, 2003",http://ufcstats.com/fighter-details/d6a8edb7410223a0
Dusko Todorovic,"6' 1""",185 lbs.,"74""",Orthodox,"May 19, 1994",http://ufcstats.com/fighter-details/866fd7b1a6c90e7f
Tuco Tokkos,"6' 4""",205 lbs.,"76""",Orthodox,"Jun 30, 1990",http://ufcstats.com/fighter-details/3e8118c1ab52f211
Kazuki Tokudome,"5' 11""",155 lbs.,"73""",Southpaw,"Mar 04, 1987",http://ufcstats.com/fighter-details/c4af2feb4b58bc3b
Puja Tomar,"5' 4""",115 lbs.,"59""",Southpaw,"Dec 05, 1993",http://ufcstats.com/fighter-details/19f8a2f6eecd92ac
Tyler Toner,"5' 8""",145 lbs.,"70""",Orthodox,"Mar 31, 1983",http://ufcstats.com/fighter-details/8e893f269d5696b2
Ilia Topuria,"5' 7""",155 lbs.,"69""",Orthodox,"Jan 21, 1997",http://ufcstats.com/fighter-details/54f64b5e283b0ce7
Aleksandre Topuria,"5' 7""",135 lbs.,"68""",Orthodox,"Jan 28, 1996",http://ufcstats.com/fighter-details/4a6dff1b260bcf61
Miguel Torres,"5' 9""",135 lbs.,"76""",Orthodox,"Jan 18, 1981",http://ufcstats.com/fighter-details/33b2f68ef95252e0
Jose Torres,"5' 4""",125 lbs.,"65""",Orthodox,"Aug 02, 1992",http://ufcstats.com/fighter-details/d2036f31c035e0d1
Desmond Torres,"5' 6""",135 lbs.,"69""",Orthodox,"Jan 06, 1997",http://ufcstats.com/fighter-details/971aebf56267de20
Manuel Torres,"5' 10""",155 lbs.,"73""",Switch,"Mar 25, 1995",http://ufcstats.com/fighter-details/2e7878927067fdca
Justice Torres,"5' 7""",145 lbs.,"66""",Southpaw,"Oct 19, 1997",http://ufcstats.com/fighter-details/01762e1d4ff4dc51
Eduardo Torres Caut,"5' 7""",135 lbs.,"70""",Orthodox,"Apr 26, 1995",http://ufcstats.com/fighter-details/c8d46028907bcece
Salim Touahri,"5' 10""",170 lbs.,"72""",Orthodox,"Sep 28, 1989",http://ufcstats.com/fighter-details/cbf1c7ba5408a66f
Dequan Townsend,"6' 3""",205 lbs.,"79""",Orthodox,"May 11, 1986",http://ufcstats.com/fighter-details/3f7dab21b6c971bc
Francisco Trevino,"5' 9""",155 lbs.,"70""",Orthodox,"Dec 17, 1981",http://ufcstats.com/fighter-details/97a6bbe6e6566a94
Frank Trigg,"5' 9""",170 lbs.,"71""",Southpaw,"May 07, 1972",http://ufcstats.com/fighter-details/d2d37e8eeb3abc8d
Francisco Trinaldo,"5' 9""",170 lbs.,"70""",Southpaw,"Aug 24, 1978",http://ufcstats.com/fighter-details/a8283a4f415e1eb9
Michael Trizano,"5' 11""",145 lbs.,"71""",Orthodox,"Dec 31, 1991",http://ufcstats.com/fighter-details/5bf31a46becc1204
Antonio Trocoli,"6' 6""",185 lbs.,"79""",Orthodox,"Dec 06, 1990",http://ufcstats.com/fighter-details/6d48a2df51749d91
Abel Trujillo,"5' 8""",155 lbs.,"70""",Orthodox,"Sep 18, 1983",http://ufcstats.com/fighter-details/e14b5aa06eea9653
Arman Tsarukyan,"5' 7""",155 lbs.,"72""",Orthodox,"Oct 11, 1996",http://ufcstats.com/fighter-details/eae48ff31db420c2
Rei Tsuruya,"5' 6""",125 lbs.,"68""",Orthodox,"Jun 22, 2002",http://ufcstats.com/fighter-details/2f43a3e82661fa99
Chris Tuchscherer,"6' 2""",258 lbs.,"76""",Orthodox,"Sep 08, 1975",http://ufcstats.com/fighter-details/df05aa15b2d66f57
Jon Tuck,"5' 11""",155 lbs.,"73""",Orthodox,"Aug 28, 1984",http://ufcstats.com/fighter-details/53ec9cb470e1a4ea
Gavin Tucker,"5' 6""",145 lbs.,"66""",Southpaw,"Jun 17, 1986",http://ufcstats.com/fighter-details/da816417a579a0bd
Tai Tuivasa,"6' 2""",264 lbs.,"75""",Southpaw,"Mar 16, 1993",http://ufcstats.com/fighter-details/c62fbc117d57b943
Zubaira Tukhugov,"5' 8""",155 lbs.,"68""",Orthodox,"Jan 15, 1991",http://ufcstats.com/fighter-details/aceffa19749c4dc0
Marco Tulio,"6' 0""",185 lbs.,"74""",Orthodox,"Jun 13, 1994",http://ufcstats.com/fighter-details/9384e71bca6c409d
Nyamjargal Tumendemberel,"5' 7""",125 lbs.,"71""",Orthodox,"Mar 22, 1998",http://ufcstats.com/fighter-details/17cb6d8e8187f304
Albert Tumenov,"5' 11""",170 lbs.,"73""",Orthodox,"Dec 26, 1991",http://ufcstats.com/fighter-details/ff6a1f63c254127e
Ricky Turcios,"5' 9""",135 lbs.,"71""",Orthodox,"Jun 05, 1993",http://ufcstats.com/fighter-details/cd3d7e37ff2d679c
Anton Turkalj,"6' 4""",205 lbs.,"78""",Orthodox,"Jun 10, 1996",http://ufcstats.com/fighter-details/82529ce93cd9a2cf
Wellington Turman,"6' 0""",170 lbs.,"72""",Orthodox,"Jul 22, 1996",http://ufcstats.com/fighter-details/4dcfb28c011c11b2
Jalin Turner,"6' 3""",155 lbs.,"77""",Southpaw,"May 18, 1995",http://ufcstats.com/fighter-details/4d8fa64202cee4c1
Marcin Tybura,"6' 3""",246 lbs.,"78""",Orthodox,"Nov 09, 1985",http://ufcstats.com/fighter-details/c9cf753cfdf77fc2
Raphael Uchegbu,"5' 9""",135 lbs.,"73""",Orthodox,"Aug 16, 1995",http://ufcstats.com/fighter-details/cb680d85b84cbfd9
Takeru Uchida,"5' 5""",125 lbs.,"68""",Southpaw,"Sep 30, 2002",http://ufcstats.com/fighter-details/1d76f07ffdd765c2
Tagir Ulanbekov,"5' 7""",125 lbs.,"70""",Southpaw,"Aug 07, 1991",http://ufcstats.com/fighter-details/f00ac08ab056af5d
Carlos Ulberg,"6' 4""",205 lbs.,"77""",Orthodox,"Nov 07, 1990",http://ufcstats.com/fighter-details/9014c02eff8b3d62
Gasan Umalatov,"5' 11""",170 lbs.,"71""",Orthodox,"Sep 11, 1982",http://ufcstats.com/fighter-details/7a39bbac8cc0fa70
Caol Uno,"5' 7""",155 lbs.,"70""",Southpaw,"May 08, 1975",http://ufcstats.com/fighter-details/eb1723480fa2f96c
Logan Urban,"6' 0""",170 lbs.,"72""",Orthodox,"Apr 22, 1994",http://ufcstats.com/fighter-details/5e23f30e9c6ed74e
Hector Urbina,"5' 11""",170 lbs.,"73""",Orthodox,"Sep 17, 1987",http://ufcstats.com/fighter-details/4b8fb0453a596b8e
Elias Urbina,"6' 3""",185 lbs.,"77""",Southpaw,"Oct 09, 1993",http://ufcstats.com/fighter-details/47fcdcaccb58ca80
Gilbert Urbina,"6' 3""",170 lbs.,"75""",Orthodox,"Apr 05, 1996",http://ufcstats.com/fighter-details/b12fb759e02378de
Guilherme Uriel,"6' 1""",265 lbs.,"74""",Orthodox,"Feb 18, 1997",http://ufcstats.com/fighter-details/4252b09f0c8c4472
Nick Urso,"5' 6""",125 lbs.,"66""",Southpaw,"Sep 26, 1985",http://ufcstats.com/fighter-details/e78c4c3d329c531b
Sho Patrick Usami,"5' 9""",155 lbs.,"70""",Orthodox,"May 08, 2000",http://ufcstats.com/fighter-details/fe30c5f5cc3e028b
Kamaru Usman,"6' 0""",170 lbs.,"76""",Switch,"May 11, 1987",http://ufcstats.com/fighter-details/f1b2aa7853d1ed6e
Mohammed Usman,"6' 2""",239 lbs.,"79""",Orthodox,"Apr 01, 1989",http://ufcstats.com/fighter-details/da7f113b5ea39c43
Darren Uyenoyama,"5' 6""",125 lbs.,"65""",Orthodox,"Oct 15, 1979",http://ufcstats.com/fighter-details/6546af7ab545b90c
Richie Vaculik,"5' 6""",125 lbs.,"69""",Orthodox,"Jun 19, 1983",http://ufcstats.com/fighter-details/54578e5927adea53
Rashid Vagabov,"5' 7""",125 lbs.,"63""",Orthodox,"Jun 27, 1998",http://ufcstats.com/fighter-details/0d1190beced94f7c
Artem Vakhitov,"6' 1""",205 lbs.,"75""",Orthodox,"Apr 04, 1991",http://ufcstats.com/fighter-details/43e549b803ec7375
Genaro Valdez,"5' 9""",155 lbs.,"72""",Orthodox,"Jan 16, 1992",http://ufcstats.com/fighter-details/cda1099995b46cc2
Charlie Valencia,"5' 3""",135 lbs.,"64""",Orthodox,"Oct 31, 1974",http://ufcstats.com/fighter-details/8a0be41c0380188d
Robert Valentin,"6' 2""",185 lbs.,"77""",Orthodox,"Mar 31, 1995",http://ufcstats.com/fighter-details/0cd0456d6029cec2
Ivan Valenzuela,"6' 2""",185 lbs.,"77""",Orthodox,"Nov 17, 1992",http://ufcstats.com/fighter-details/45b82ebf0b9e0fd2
Timur Valiev,"5' 6""",135 lbs.,"67""",Orthodox,"Jan 19, 1990",http://ufcstats.com/fighter-details/45e738622ea2c02c
Kevin Vallejos,"5' 7""",145 lbs.,"68""",Switch,"Dec 08, 2001",http://ufcstats.com/fighter-details/239d8e5359022f3b
Isaac Vallie-Flagg,"5' 8""",155 lbs.,"70""",Orthodox,"Apr 08, 1978",http://ufcstats.com/fighter-details/c295de4e10acd4c9
Joshua Van,"5' 5""",125 lbs.,"65""",Orthodox,"Oct 10, 2001",http://ufcstats.com/fighter-details/17e97649403ba428
Cameron VanCamp,"6' 2""",155 lbs.,"74""",Switch,"Apr 27, 1993",http://ufcstats.com/fighter-details/87e2468b986ebb79
Jared Vanderaa,"6' 4""",265 lbs.,"80""",Orthodox,"May 12, 1992",http://ufcstats.com/fighter-details/2b68d9f125d07b42
Austin Vanderford,"5' 11""",170 lbs.,"74""",Orthodox,"Mar 21, 1990",http://ufcstats.com/fighter-details/32c3ee378671a5d9
Lando Vannata,"5' 9""",155 lbs.,"71""",Orthodox,"Mar 14, 1992",http://ufcstats.com/fighter-details/f9b200db02b488d9
Paige VanZant,"5' 4""",115 lbs.,"65""",Orthodox,"Mar 26, 1994",http://ufcstats.com/fighter-details/4d5197f331c47290
Kazula Vargas,"5' 8""",155 lbs.,"71""",Southpaw,"Aug 15, 1985",http://ufcstats.com/fighter-details/ec18eb918121787c
Jamie Varner,"5' 8""",155 lbs.,"71""",Orthodox,"Oct 12, 1984",http://ufcstats.com/fighter-details/a54fc2d6fc224dc3
Javier Vazquez,"5' 7""",145 lbs.,"69""",Southpaw,"Jul 16, 1977",http://ufcstats.com/fighter-details/be5cfd73617a5b1a
Manny Vazquez,"5' 10""",125 lbs.,"72""",Orthodox,"Nov 19, 1993",http://ufcstats.com/fighter-details/8d4d25fd9218860b
Greg Velasco,"6' 2""",265 lbs.,"70""",Southpaw,"Sep 23, 1993",http://ufcstats.com/fighter-details/34a81ebbce32b06b
Cain Velasquez,"6' 1""",240 lbs.,"77""",Orthodox,"Jul 28, 1982",http://ufcstats.com/fighter-details/0ff11cc094e887bc
Bojan Velickovic,"6' 0""",170 lbs.,"76""",Southpaw,"Dec 18, 1988",http://ufcstats.com/fighter-details/fcce75a25c14a804
Karlos Vemola,"6' 0""",185 lbs.,"75""",Orthodox,"Jul 03, 1985",http://ufcstats.com/fighter-details/d23ccf4a6c221284
Luigi Vendramini,"5' 8""",155 lbs.,"73""",Orthodox,"Jan 16, 1996",http://ufcstats.com/fighter-details/2f1a257d6777096d
Brandon Vera,"6' 3""",230 lbs.,"78""",Orthodox,"Oct 10, 1977",http://ufcstats.com/fighter-details/fa315e6c77eee106
Marlon Vera,"5' 8""",135 lbs.,"70""",Switch,"Dec 02, 1992",http://ufcstats.com/fighter-details/7c7332319c14094c
Carlos Vera,"5' 6""",135 lbs.,"69""",Orthodox,"Nov 05, 1987",http://ufcstats.com/fighter-details/07f959e6596307bb
Isis Verbeek,"5' 4""",115 lbs.,"64""",Orthodox,"Jan 12, 1995",http://ufcstats.com/fighter-details/d6f58b8cd1a6ff52
Nikolay Veretennikov,"6' 1""",170 lbs.,"74""",Orthodox,"Dec 22, 1989",http://ufcstats.com/fighter-details/0f1efce7d2571d10
CJ Vergara,"5' 6""",125 lbs.,"68""",Orthodox,"Jun 18, 1991",http://ufcstats.com/fighter-details/077e3ace32b72be9
Marvin Vettori,"6' 0""",185 lbs.,"74""",Southpaw,"Sep 20, 1993",http://ufcstats.com/fighter-details/7acbb0972e75281a
Hugo Viana,"5' 6""",135 lbs.,"67""",Orthodox,"Sep 26, 1982",http://ufcstats.com/fighter-details/f95381efb3051d81
Polyana Viana,"5' 5""",115 lbs.,"67""",Orthodox,"Jun 14, 1992",http://ufcstats.com/fighter-details/9673a497a9da119a
James Vick,"6' 3""",155 lbs.,"76""",Orthodox,"Feb 23, 1987",http://ufcstats.com/fighter-details/6256b2b1562cb8e1
Tamires Vidal,"5' 6""",135 lbs.,"68""",Orthodox,"Jul 27, 1998",http://ufcstats.com/fighter-details/4f3064faf17aa711
Freddy Vidal,"6' 3""",205 lbs.,"79""",Orthodox,"May 06, 1994",http://ufcstats.com/fighter-details/024158997e7c5829
Reginaldo Vieira,"5' 7""",135 lbs.,"65""",Orthodox,"Nov 26, 1982",http://ufcstats.com/fighter-details/f9081770e28ea2e1
Ketlen Vieira,"5' 8""",135 lbs.,"68""",Orthodox,"Aug 26, 1991",http://ufcstats.com/fighter-details/b9706f80d005036c
Rodolfo Vieira,"6' 0""",185 lbs.,"73""",Orthodox,"Sep 25, 1989",http://ufcstats.com/fighter-details/260e9e0d4954aea6
Gian Villante,"6' 3""",230 lbs.,"76""",Orthodox,"Aug 18, 1985",http://ufcstats.com/fighter-details/fcd448a2fe1a23cc
Ike Villanueva,"6' 1""",205 lbs.,"73""",Orthodox,"Apr 04, 1984",http://ufcstats.com/fighter-details/f9d0cae37dabfafc
Armando Villarreal,"5' 7""",135 lbs.,"66""",Southpaw,"Aug 08, 1989",http://ufcstats.com/fighter-details/454c1f0b638972ab
Yuri Villefort,"6' 0""",170 lbs.,"73""",Orthodox,"Mar 23, 1991",http://ufcstats.com/fighter-details/0fb1e2694a39a02f
Tre'ston Vines,"6' 1""",185 lbs.,"79""",Orthodox,"Jun 18, 1996",http://ufcstats.com/fighter-details/563a1d42bb0e3cef
Brandon Visher,"5' 6""",135 lbs.,"68""",Orthodox,"May 06, 1984",http://ufcstats.com/fighter-details/7c4ec656d8fcb867
Cheyanne Vlismas,"5' 3""",115 lbs.,"63""",Switch,"Jun 25, 1995",http://ufcstats.com/fighter-details/4959f10a62f3fec3
Bobby Voelker,"6' 0""",170 lbs.,"74""",Orthodox,"Apr 26, 1979",http://ufcstats.com/fighter-details/fb8a3025ae722e64
Mateo Vogel,"5' 8""",145 lbs.,"71""",Orthodox,"Mar 05, 1996",http://ufcstats.com/fighter-details/90b57b19d20e1969
Danylo Voievodkin,"6' 4""",265 lbs.,"78""",Southpaw,"Jul 19, 2000",http://ufcstats.com/fighter-details/d73a7c36746fbc5b
Alexander Volkanovski,"5' 6""",145 lbs.,"71""",Orthodox,"Sep 29, 1988",http://ufcstats.com/fighter-details/e1248941344b3288
Jacob Volkmann,"5' 9""",155 lbs.,"71""",Southpaw,"Sep 05, 1980",http://ufcstats.com/fighter-details/6f81b6de2557739a
Alexander Volkov,"6' 7""",250 lbs.,"80""",Orthodox,"Oct 24, 1988",http://ufcstats.com/fighter-details/279566840aa55bf2
Jordan Vucenic,"5' 10""",155 lbs.,"73""",Orthodox,"Mar 02, 1996",http://ufcstats.com/fighter-details/6d38e41efa47a72d
Chris Wade,"5' 10""",155 lbs.,"70""",Orthodox,"Sep 30, 1987",http://ufcstats.com/fighter-details/c8097968da5e5f13
TJ Waldburger,"5' 11""",170 lbs.,"75""",Orthodox,"Apr 25, 1988",http://ufcstats.com/fighter-details/8f2939f5fd9cca1e
Chase Waldon,"6' 1""",185 lbs.,"75""",Orthodox,"Sep 19, 1986",http://ufcstats.com/fighter-details/aeb6c57b9bd8bc3a
Johnny Walker,"6' 6""",205 lbs.,"82""",Orthodox,"Mar 30, 1992",http://ufcstats.com/fighter-details/c21f26bbde777573
Brogan Walker,"5' 4""",125 lbs.,"67""",Switch,"Aug 02, 1988",http://ufcstats.com/fighter-details/4333a8e70a672eb7
Valter Walker,"6' 6""",265 lbs.,"78""",Orthodox,"Dec 14, 1997",http://ufcstats.com/fighter-details/f5779a2303ed76ec
Julius Walker,"6' 4""",205 lbs.,"78""",Orthodox,"Jul 16, 1999",http://ufcstats.com/fighter-details/6add18754930182b
Rodney Wallace,"5' 9""",205 lbs.,"72""",Switch,"Nov 21, 1981",http://ufcstats.com/fighter-details/b9415726dc3ec526
Randall Wallace,"5' 11""",185 lbs.,"73""",Orthodox,"Mar 01, 1989",http://ufcstats.com/fighter-details/95cf6be9071e68b0
